고문헌자료아이디,한약재아이디,한의서명,수록위치,고문헌원문,번역문,번역문출처
CLTX737,KMH173,본초강목,本草綱目 卷十七 上 > 草之六 毒草類一十七種 > 大黃 《本經》下品 > 根 > 氣味,"苦, 寒, 無毒.《別錄》曰大寒. 普曰神農ㆍ雷公, 苦, 有毒;扁鵲, 苦, 無毒;李當之, 大寒. 元素曰味苦氣寒, 氣味俱厚, 沈而降, 陰也. 用之須酒浸熟者, 寒因熱用. 酒浸入太陽經;酒洗入陽明經, 餘經不用酒. 曰大黃苦峻下走, 用之於下必生用. 若邪氣在上, 非酒不至, 必用酒浸引上至高之分, 驅熱而下. 如物在高, 必射以取之也. 若用生者, 則遺至高之邪熱, 是以愈後或目赤, 或喉痺, 或頭腫, 或膈上熱疾生也. 時珍曰凡病在氣分, 及胃寒血虛, 妊娠産後, 勿輕用. 其性苦寒, 能傷元氣ㆍ耗陰血故也. 之才曰黃芩爲之使, 無所畏. 權曰忌冷水, 惡乾漆.","맛은 쓰고 성질은 차고 독이 없다.《명의별록》에서는 ""성질이 매우 차다.""라고 하였다. 오보는 ""신농(神農)ㆍ뇌공(雷公)은 '맛이 쓰고 독이 있다.' 하였고, 편작(扁鵲)은 '맛이 쓰고 독이 없다.' 하였고, 이당지(李當之)는 '성질이 조금 차다.' 하였다.""라고 하였다. 장원소(張元素)는 ""맛이 쓰고 기가 차서 기미가 모두 강하며, 가라앉으면서 내려가니 음이다. 쓸 때는 술에 담갔다가 잿불에 구워 익혀야 하는 것은 성질이 찬 것을 뜨겁게 하여 쓰기 위함이다. 술에 담그면 태양경으로 들어가고 술에 씻으면 양명경으로 들어간다. 나머지 경락에는 술을 쓰지 않는다.""라고 하였다. 이고는 ""대황은 맛이 쓰고 강하여 하부로 내달리니, 하부에 쓸 때는 반드시 생 것을 써야 한다. 사기가 상부에 있을 때는 술을 쓰지 않으면 이르지 못하니, 반드시 술에 담가 상부로 이끌어 높은 데에 이르러 열을 몰아내고 내려가게 해야 한다. 새가 산꼭대기에 앉아 있으면 반드시 활을 쏘아 잡아야 하는 것과 같다. 생것을 쓰면 아주 높은 곳의 사열(邪熱)이 남아서 나아진 뒤에 혹 눈이 벌개지거나, 후비(喉痺)가 생기거나, 두종(頭腫)이 생기거나, 흉격에 열병이 생긴다.""라고 하였다. 이시진은 ""병이 기분(氣分)에 있어 위(胃)가 차고 혈이 허해지는 데 이르렀거나 임산부가 출산한 뒤에는 이것을 경솔히 써서는 안 된다. 성질이 쓰고 차서 원기를 상하게 하거나 음혈(陰血)을 소모시킬 수 있기 때문이다.""라고 하였다. 서지재(徐之才)는 ""황금을 사약(使藥)으로 삼으며, 두려워 하는 것은 없다.""라고 하였다. 견권(甄權)은 ""찬 물을 피해야 하며, 말린 옻[漆]을 싫어한다.""라고 하였다.",한의학고전DB
CLTX738,KMH173,본초강목,本草綱目 卷十七 上 > 草之六 毒草類一十七種 > 大黃 《本經》下品 > 根 > 主治,"下瘀血血閉, 寒熱, 破積聚, 留飮宿食, 蕩滌腸胃, 推陳致新, 通利水穀, 調中化食, 安和五臟.本經 平胃下氣, 除痰實, 腸間結熱, 心腹脹滿, 女子寒血閉脹, 小腹痛, 諸老血留結.別錄 通女子經候, 利水腫, 利大小腸, 貼熱腫毒, 小兒寒熱時疾, 煩熱蝕膿.甄權 通宣一切氣, 調血脈, 利關節, 泄壅滯水氣, 溫熱.大明 瀉諸實熱不通, 除下焦濕熱, 消宿食, 瀉心下滿.元素 下痢赤白, 裏急腹痛, 小便淋瀝, 實熱燥結, 潮熱語, 黃疸諸火瘡.時珍","어혈이나 혈폐(血閉)를 내려보내고, 한열을 치료하며, 징가와 적취, 유음과 묵은 음식을 깨뜨리며, 장위(腸胃)를 씻어 내리고, 묵은 것을 밀어내 새로운 것을 이룬다. 물과 곡식을 소통시키고 속을 조화롭게 하여 음식을 소화시켜 오장(五臟)을 안정시키고 화평하게 한다.본경 위(胃)를 고르게 하여 기를 내리고, 담이 실한 것, 장 속에 뭉친 열, 가슴과 배가 그득하게 불러오르는 것을 제거한다. 여성의 한사(寒邪)가 침입하여 월경이 막히고 아랫배가 그득한 증상, 아랫배가 아픈 증상, 여러 가지 묵은 혈이 남아 뭉쳐 있는 증상 등을 치료한다.별록 여자의 월경을 통하게 하고, 수종(水腫)을 빼내며, 대소장을 매끄럽게 소통시킨다. 열독(熱毒)으로 인해 부은 곳에 붙이고 어린아이의 한열이 왕래하는 유행병이나 번열이 나고 벌레가 갉아먹어 고름이 생긴 증상을 치료한다.견권 온갖 기운을 두루 소통시키고 혈맥을 조화롭게 하며, 관절을 부드럽게 하고, 막혀 있는 수기(水氣)를 쓸어내리며, 온학(溫), 장학(), 열학(熱)을 치료한다.대명 여러 가지 실열로 인하여 소통되지 않는 것을 쓸어내리고, 하초의 습열을 제거하며, 묵은 음식을 소화시키고, 명치가 답답하고 그득한 것을 시원하게 내린다.원소 적백하리, 속이 당기고 배가 아픈 증상, 소변이 방울지며 찔끔찔끔 나오는 증상, 실열(實熱)로 대변이 마르고 뭉치는 증상, 조열(潮熱)이 나고 헛소리를 하는 증상, 황달이나 여러 가지 화상을 치료한다.시진",한의학고전DB
CLTX739,KMH173,본초강목,本草綱目 卷十七 上 > 草之六 毒草類一十七種 > 大黃 《本經》下品 > 根 > 發明,"之才曰得芍藥ㆍ黃芩ㆍ牡蠣ㆍ細辛ㆍ茯, 療驚怒, 心下悸氣. 得消石ㆍ紫石英ㆍ桃仁, 療女子血閉.","서지재는 ""작약, 황금, 모려, 세신, 복령과 함께쓰면 만나면 놀라거나 성을 내는 증상과 가슴이 두근거리는 증상을 치료한다. 초석(消石), 자석영, 도인과 함께 쓰면 여자의 혈폐(血閉)를 치료한다.""라고 하였다.",한의학고전DB
CLTX740,KMH173,본초강목,本草綱目 卷十七 上 > 草之六 毒草類一十七種 > 大黃 《本經》下品 > 根 > 發明,"宗奭曰張仲景治心氣不足, 吐血血, 瀉心湯, 用大黃ㆍ黃芩ㆍ黃連. 或曰, 心氣旣不足, 而不用補心湯, 更用瀉心何也 答曰, 若心氣獨不足, 則當不吐也. 此乃邪熱因不足而客之, 故令吐. 以苦泄其熱, 以苦補其心, 蓋一擧而兩得之. 有是證者, 用之無不效, 惟在量其虛實而已.","구종석(寇宗奭)은 ""장중경(張仲景)은 심기가 부족하여 피를 토하거나 코피가 나는 증상을 치료할 때 대황ㆍ황금ㆍ황련이 들어가는 사심탕(瀉心湯)을 썼다. 혹자가 '심기가 이미 부족한데 보심탕(補心湯)을 쓰지 않고 도리어 사심탕을 쓰는 것은 어째서인가'라고 묻자, 답하기를 '심기만 부족하면 피를 토하거나 코피가 나지 않는다. 이는 바로 사열이 부족해 진 것으로 말미암아 들어와 머물고 있기 때문에 피를 토하거나 코피가 나게 한다. 맛이 쓴 것으로 그 열을 쓸어내리고 맛이 쓴 것으로 그 심(心)을 보해 주니, 대체로 일거양득(一擧兩得)의 원리이다. 이런 증상이 있을 때 쓰면 효과가 나지 않는 경우가 없으니, 허실을 헤아리는 데 있을 뿐이다.' 하였다.""라고 하였다.",한의학고전DB
CLTX741,KMH173,본초강목,本草綱目 卷十七 上 > 草之六 毒草類一十七種 > 大黃 《本經》下品 > 根 > 發明,"震亨曰大黃苦寒善泄, 仲景用之瀉心湯者, 正因少陰經不足, 本經之陽亢甚無輔, 以致陰血妄行飛越. 故用大黃瀉去亢甚之火, 使之平和, 則血歸經而自安. 夫心之陰氣不足, 非一日矣, 肺與肝俱各受火而病作. 故黃芩救肺, 黃連救肝. 肺者陰之主, 肝者心之母ㆍ血之合也. 肝肺之火旣退, 則陰血復其舊矣. 寇氏不明說而云邪熱客之, 何以明仲景之意而開悟後人也","주진형(朱震亨)은 ""대황은 맛이 쓰고 성질이 차서 잘 쓸어내리는데, 장중경이 사심탕을 쓴 것은 바로 소음경이 부족하면 본경의 양이 매우 지나쳐 보충할 수 없어서 음혈(陰血)이 마구 내달리거나 뛰어넘기 때문이다. 그러므로 대황으로 화가 매우 지나친 것을 쓸어내려 화평하게 한다면 혈은 경락으로 돌아가 저절로 편해진다. 심의 음기가 부족한 것은 하루만에 생기는 것이 아니다. 폐와 간 모두 각각 화가 들어와 병이 생긴 것이다. 그러므로 황금으로 폐를 치료하고 황련으로 간을 치료한다. 폐는 음의 주인이고, 간은 심의 모체이자 혈이 모이는 곳이다. 간과 폐의 화가 물러가면 음혈은 예전으로 회복된다. 구씨(寇氏 구종석)는 그 과정을 명확하게 설명하지 않고 '사열이 들어와 머문다.'라고 하였으니, 어떻게 장중경의 뜻을 명확히 밝혀 후세 사람들을 깨우치게 할 수 있겠는가.""라고 하였다.",한의학고전DB
CLTX742,KMH173,본초강목,本草綱目 卷十七 上 > 草之六 毒草類一十七種 > 大黃 《本經》下品 > 根 > 發明,"時珍曰大黃乃足太陰ㆍ手足陽明ㆍ手足厥陰五經血分之藥. 凡病在五經血分者, 宜用之. 若在氣分用之, 是謂誅伐無過矣. 瀉心湯治心氣不足吐血血者, 乃眞心之氣不足, 而手厥陰心包絡ㆍ足厥陰肝ㆍ足太陰脾ㆍ足陽明胃之邪火有餘也. 雖曰瀉心, 實瀉四經血中之伏火也. 又仲景治心下滿ㆍ按之軟者, 用大黃黃連瀉心湯主之. 此亦瀉脾胃之濕熱, 非瀉心也. 病發於陰而反下之, 則作滿, 乃寒傷營血, 邪氣乘虛結於上焦. 胃之上脘在於心, 故曰瀉心, 實瀉脾也. 《素問》云, 太陰所至爲滿. 又云, 濁氣在上, 則生脹, 是矣. 病發於陽而反下之, 則成結胸, 乃熱邪陷入血分, 亦在上脘分野. 仲景大陷胸湯丸皆用大黃, 亦瀉脾胃血分之邪, 而降其濁氣也. 若結胸在氣分, 則只用小陷胸湯;滿在氣分, 則用半夏瀉心湯矣. 成無己注釋《傷寒論》, 亦不知分別此義.","이시진은 ""대황은 족태음경, 수양명경, 족양명경, 수궐음경, 족궐음경의 다섯 경락의 혈분에 쓰는 약이다. 다섯 경락의 혈분에 병이 있는 자에게 써야 한다. 병이 기분에 있는데 쓰면 이는 '잘못이 없는 사람을 죽인다.'는 것이다. 사심탕은 심기가 부족하여 피를 토하거나 코피가 나는 증상을 치료하는 것인데, 실제로 심기가 부족하여 수궐음경의 심포락(心包絡), 족궐음경의 간(肝), 족태음경의 비(脾), 족양명경의 위(胃)에 사화(邪火)가 남아 있기 때문이다. 심열(心熱)을 쓸어내린다고 하였지만 실제로는 네 경락의 혈 속에 잠복해 있는 화를 쓸어내리는 것이다. 또한 장중경이 명치가 답답하고 그득하거나 눌렀을 때 부드러운 증상을 치료할 때는 대황황련사심탕(大黃黃連瀉心湯)을 써서 주치하였다. 이 또한 비위에 잠복한 습열(濕熱)을 쓸어내리는 것이지 심열을 쓸어내리는 것이 아니다. 병이 음분(陰分)에 발생하였는데 도리어 하법(下法, 설사시키는 법)을 써서 치료하면 가슴이 그득하고 답답해지는데, 이것은 한사(寒邪)가 영혈(營血)을 손상시켜 사기가 허한 틈을 타서 상초에 뭉쳤기 때문이다. 위(胃)의 상완(上脘)부에 심(心)이 위치해 있어 사심(瀉心)이라 한 것이지만 실제로는 비(脾)를 쓸어내리는 것이다. 《황제내경소문(黃帝內經素問)》에서는 '태음의 기운에 병이 들면 속이 그득해진다.' 하였고, 또한 '탁한 기가 상부에 있으면 창만한 증상이 생긴다.'라고 하였으니, 이것이다. 병이 양분(陽分)에서 발생하였는데 도리어 하법을 써서 치료하면 결흉(結胸)이 되는데 이것은 사열이 혈분(血分)으로 빠져 들어가 역시 상완 부위에 있기 때문이다. 장중경의 대함흉탕(大陷胸湯)과 대함흉환(大陷胸丸)에는 모두 대황을 쓰는데, 비위와 혈분에 있는 사기를 쓸어내리고 탁한 기를 내리게 한다. 결흉이 기분에 생기면 소함흉탕(小陷胸湯)만 쓰고, 그득한 증상이 기분에 생기면 반하사심탕(半夏瀉心湯)을 쓴다. 성무기(成無己) 주석의 《상한론(傷寒論)》에서도 이 뜻을 분별할 줄 몰랐다.""라고 하였다.",한의학고전DB
CLTX743,KMH173,본초강목,本草綱目 卷十七 上 > 草之六 毒草類一十七種 > 大黃 《本經》下品 > 根 > 發明,"成無己曰熱淫所勝, 以苦泄之. 大黃之苦, 以蕩滌瘀熱, 下燥結而泄胃强.","성무기(成無己)는 ""열이 지나치면 맛이 쓴 것으로 쓸어내린다. 대황의 쓴 맛은 어열(瘀熱)을 씻어 내려 마르고 뭉친 것을 내리면서 위열(胃熱)을 쓸어내린다.""라고 하였다.",한의학고전DB
CLTX744,KMH173,본초강목,本草綱目 卷十七 上 > 草之六 毒草類一十七種 > 大黃 《本經》下品 > 根 > 發明,"頌曰本草稱大黃推陳致新, 其效最神, 故古方下積滯多用之, 張仲景治傷寒用處尤多. 古人用毒藥攻病, 必隨人之虛實寒熱而處置, 非一切輕用也. 梁武帝因發熱欲服大黃. 姚僧坦曰, 大黃乃是快藥, 至尊年高, 不可輕用. 帝弗從, 幾至委頓. 梁元帝常有心腹疾. 諸醫咸謂宜用平藥, 可漸宣通. 僧坦曰, 脈洪而實, 此有宿妨, 非用大黃無理. 帝從之, 遂愈. 以此言之, 今醫用一毒藥而攻衆病, 其偶中, 便謂此方神奇;其差誤, 則不言用藥之失, 可不戒哉","소송은 ""본초에서 대황은 묵은 것을 밀어내어 새롭게 만드는데 그 효과가 가장 신묘하다고 칭하였으므로 옛 처방에는 쌓이고 막힌 것을 내리는 데에 많이 사용하였고, 장중경은 상한을 치료하는 데에 더욱 많이 썼다. 옛사람들은 성질이 강한 약[毒藥]을 써서 병을 치료할 때 반드시 환자의 허실과 한열을 헤아려서 처리하였으며 일체 경솔하게 쓰지 않았다. 양(梁)나라 무제(武帝)가 열이 나서 대황을 복용하고자 하였다. 요승탄(姚僧坦)이 '대황은 효과가 빠른 약[快藥]인데 지존같이 나이가 많은 사람은 경솔히 쓰면 안 됩니다.'라고 하였는데, 황제가 따르지 않고 썼다가 폐인이 될 뻔하였다. 양(梁)나라 원제(元帝)는 평소 가슴과 배에 병이 있었다. 여러 의관들이 모두 성질이 평한 약을 쓰면 점차 두루 소통될 수 있다고 아뢰었는데, 요승탄은 '맥이 홍(洪)하면서 실(實)하니, 이는 묵은 적체가 있는 것이니, 대황을 쓰지 않으면 나을 도리가 없습니다.' 하였다. 황제가 그 말을 따르자 마침내 나았다. 이것으로 말하자면 지금 의원들은 한 가지 독약으로 여러 가지 병을 치료하다가 그것이 우연히 맞으면 곧 이 처방은 신기한 것이라고 여기며, 착오가 생기면 약을 잘못 쓴 것이라고 말하지 않으니, 경계하지 않을 수 있겠는가.""라고 하였다.",한의학고전DB
CLTX745,KMH173,본초강목,本草綱目 卷十七 上 > 草之六 毒草類一十七種 > 大黃 《本經》下品 > 根 > 附方,"吐血血治心氣不足, 吐血血者, 瀉心湯主之. 大黃二兩, 黃連ㆍ黃芩各一兩, 水三升, 煮一升, 熱服取利.《張仲景金玉函》","피를 토하거나 코피가 나는 증상:심기가 부족하여 피를 토하거나 코피가 날 때는 사심탕(瀉心湯)으로 주치한다. 대황 2냥, 황련ㆍ황금 각 1냥에 물 3되를 넣고 1되가 될 때까지 달인 다음 뜨거울 때 복용하여 설사를 한다.《장중경금궤옥함》",한의학고전DB
CLTX746,KMH173,본초강목,本草綱目 卷十七 上 > 草之六 毒草類一十七種 > 大黃 《本經》下品 > 根 > 附方,"吐血刺痛川大黃一兩, 爲散. 每服一錢, 以生地黃汁一合, 水半盞, 煎三五沸, 無時服.《簡要濟衆方》",피를 토하면서 찌르듯이 아픈 증상:천대황(川大黃) 1냥을 가루 낸다. 이것을 1돈씩 생지황즙 1홉과 물 반 잔을 넣고 달여 3-5번 끓어오르면 수시로 복용한다.《간요제중방》,한의학고전DB
CLTX747,KMH173,본초강목,本草綱目 卷十七 上 > 草之六 毒草類一十七種 > 大黃 《本經》下品 > 根 > 附方,"傷寒滿病發於陰, 而反下之, 心下滿而不痛, 按之濡, 此爲也, 大黃黃連瀉心湯主之. 大黃二兩, 黃連一兩, 以麻沸湯二升漬之, 須臾絞汁, 分作二次溫服.《仲景傷寒論》","상한으로 가슴이 답답하고 그득한 증상:병이 음분에 발생하였는데 도리어 하법(下法 )을 쓰면 명치가 그득하지만 아프지는 않고 누르면 부드러운데, 이는 막혔기 때문이다. 대황황련사심탕(大黃黃連瀉心湯)으로 주치한다. 대황 2냥, 황련 1냥을 마비탕(麻沸湯)2되에 담갔다가 잠시 후에 짜서 즙을 낸 다음 두 번에 나누어 따뜻하게 하여 복용한다.《중경상한론》",한의학고전DB
CLTX748,KMH173,본초강목,本草綱目 卷十七 上 > 草之六 毒草類一十七種 > 大黃 《本經》下品 > 根 > 附方,"熱病狂川大黃五兩, 炒微赤, 爲散. 用臘雪水五升, 煎如膏. 每服半匙, 冷水下.《聖惠方》",열병으로 헛소리를 하고 미쳐 날뛰는 증상:천대황 5냥을 썰어 약간 벌개질 때까지 볶은 다음 가루 낸다. 이것을 납설수(臘雪水) 5되에 넣고 고(膏)가 될 정도로 달인다. 이것을 반 술씩 찬 물에 타서 복용한다.《성혜방》,한의학고전DB
